"","phase","site","treatment","corner","azi","class","load"
"984","prepct","waldos","gs","se",270,"hundhr",34.8183653048787
"985","prepct","waldos","ha","sw",0,"onehr",1.57615907298605
"986","prepct","waldos","ha","sw",0,"tenhr",7.11643728605742
"987","prepct","waldos","ha","sw",0,"hundhr",7.77964970535527
"988","prepct","waldos","ha","sw",90,"onehr",1.59679962208182
"989","prepct","waldos","ha","sw",90,"tenhr",3.1401945745288
"990","prepct","waldos","ha","sw",90,"hundhr",14.7121854143549
"991","prepct","waldos","ha","nw",90,"onehr",1.26779498310327
"992","prepct","waldos","ha","nw",90,"tenhr",10.6850948408704
"993","prepct","waldos","ha","nw",90,"hundhr",21.2379751243663
"994","prepct","waldos","ha","nw",180,"onehr",1.56551639173715
"995","prepct","waldos","ha","nw",180,"tenhr",0.989573906482682
"996","prepct","waldos","ha","nw",180,"hundhr",5.40898348467027
"997","prepct","waldos","ha","ne",180,"onehr",2.71116544526771
"998","prepct","waldos","ha","ne",180,"tenhr",3.80832604351987
"999","prepct","waldos","ha","ne",180,"hundhr",2.97374348100643
"1000","prepct","waldos","ha","ne",270,"onehr",0.637700749900685
"1001","prepct","waldos","ha","ne",270,"tenhr",2.68730081897947
"1002","prepct","waldos","ha","ne",270,"hundhr",2.44811860488281
"1003","prepct","waldos","ha","se",0,"onehr",3.33994544381311
"1004","prepct","waldos","ha","se",0,"tenhr",6.53467586833
"1005","prepct","waldos","ha","se",0,"hundhr",13.7378295298145
"1006","prepct","waldos","ha","se",270,"onehr",2.3173309929714
"1007","prepct","waldos","ha","se",270,"tenhr",0.930032505540363
"1008","prepct","waldos","ha","se",270,"hundhr",2.54176592052368
"1009","prepct","waldos","hd","nw",90,"onehr",0.660311779668334
"1010","prepct","waldos","hd","nw",90,"tenhr",1.96417747562172
"1011","prepct","waldos","hd","nw",90,"hundhr",8.05210464094717
"1012","prepct","waldos","hd","nw",180,"onehr",1.21074070495417
"1013","prepct","waldos","hd","nw",180,"tenhr",5.56594693186593
"1014","prepct","waldos","hd","nw",180,"hundhr",10.1411037733141
"1015","prepct","waldos","hd","ne",180,"onehr",1.94863450442728
"1016","prepct","waldos","hd","ne",180,"tenhr",2.56613657564629
"1017","prepct","waldos","hd","ne",180,"hundhr",11.2211449927289
"1018","prepct","waldos","hd","ne",270,"onehr",0.527755178282387
"1019","prepct","waldos","hd","ne",270,"tenhr",1.02645463025852
"1020","prepct","waldos","hd","ne",270,"hundhr",5.61057249636443
"1021","prepct","waldos","hd","se",270,"onehr",0.568378661150205
"1022","prepct","waldos","hd","se",270,"tenhr",3.83227886581543
"1023","prepct","waldos","hd","se",270,"hundhr",7.85517368563365
"1024","prepct","waldos","hd","se",0,"onehr",1.06135302371586
"1025","prepct","waldos","hd","se",0,"tenhr",0.925363724978888
"1026","prepct","waldos","hd","se",0,"hundhr",2.52900620809334
"1027","prepct","waldos","hd","sw",0,"onehr",0.159045021133958
"1028","prepct","waldos","hd","sw",0,"tenhr",0.502667374486923
"1029","prepct","waldos","hd","sw",0,"hundhr",0
"1030","prepct","waldos","hd","sw",90,"onehr",1.02230405105583
"1031","prepct","waldos","hd","sw",90,"tenhr",3.69260326133877
"1032","prepct","waldos","hd","sw",90,"hundhr",7.56887507031184
"1033","prepct","waldos","ld","sw",0,"onehr",0.439157706952594
"1034","prepct","waldos","ld","sw",0,"tenhr",5.04717583545395
"1035","prepct","waldos","ld","sw",0,"hundhr",16.5526337503575
"1036","prepct","waldos","ld","sw",90,"onehr",0.673128569339612
"1037","prepct","waldos","ld","sw",90,"tenhr",3.5830677586393
"1038","prepct","waldos","ld","sw",90,"hundhr",0
"1039","prepct","waldos","ld","nw",90,"onehr",0.253474905012332
"1040","prepct","waldos","ld","nw",90,"tenhr",3.2044653543365
"1041","prepct","waldos","ld","nw",90,"hundhr",5.83850620462561
"1042","prepct","waldos","ld","nw",180,"onehr",0.38282262160835
"1043","prepct","waldos","ld","nw",180,"tenhr",2.41984867839392
"1044","prepct","waldos","ld","nw",180,"hundhr",10.5814605264658
"1045","prepct","waldos","ld","ne",180,"onehr",0.756318896381678
"1046","prepct","waldos","ld","ne",180,"tenhr",0.562440572166583
"1047","prepct","waldos","ld","ne",180,"hundhr",0
"1048","prepct","waldos","ld","ne",270,"onehr",0.21278990569252
"1049","prepct","waldos","ld","ne",270,"tenhr",0.448353312997617
"1050","prepct","waldos","ld","ne",270,"hundhr",7.35206026375884
"1051","prepct","waldos","ld","se",0,"onehr",0.70841472
"1052","prepct","waldos","ld","se",0,"tenhr",3.9181968
"1053","prepct","waldos","ld","se",0,"hundhr",0
"1054","prepct","waldos","ld","se",270,"onehr",0.177183358732317
"1055","prepct","waldos","ld","se",270,"tenhr",1.34398614583577
"1056","prepct","waldos","ld","se",270,"hundhr",0
"1057","prepct","whiskey","gs","w",135,"onehr",0.211229087510277
"1058","prepct","whiskey","gs","w",135,"tenhr",0
"1059","prepct","whiskey","gs","w",135,"hundhr",0
"1060","prepct","whiskey","gs","w",45,"onehr",0.035420736
"1061","prepct","whiskey","gs","w",45,"tenhr",1.79117568
"1062","prepct","whiskey","gs","w",45,"hundhr",7.342887384
"1063","prepct","whiskey","gs","n",225,"onehr",0.123921964617609
"1064","prepct","whiskey","gs","n",225,"tenhr",2.08885184505936
"1065","prepct","whiskey","gs","n",225,"hundhr",8.56320462107409
"1066","prepct","whiskey","gs","n",135,"onehr",0.939177325059056
"1067","prepct","whiskey","gs","n",135,"tenhr",4.56661987229641
"1068","prepct","whiskey","gs","n",135,"hundhr",14.9766104228521
"1069","prepct","whiskey","gs","e",315,"onehr",0.249723976216277
"1070","prepct","whiskey","gs","e",315,"tenhr",1.80402604892026
"1071","prepct","whiskey","gs","e",315,"hundhr",9.86075627156344
"1072","prepct","whiskey","gs","e",225,"onehr",0.039601586754537
"1073","prepct","whiskey","gs","e",225,"tenhr",0.500648822515551
"1074","prepct","whiskey","gs","e",225,"hundhr",2.73653255695827
"1075","prepct","whiskey","gs","s",45,"onehr",0.12502867567804
"1076","prepct","whiskey","gs","s",45,"tenhr",1.58063008047823
"1077","prepct","whiskey","gs","s",45,"hundhr",14.3994668558381
"1078","prepct","whiskey","gs","s",315,"onehr",0.365108589662795
"1079","prepct","whiskey","gs","s",315,"tenhr",3.69260326133877
"1080","prepct","whiskey","gs","s",315,"hundhr",0
"1081","prepct","whiskey","ha","w",135,"onehr",0.747545381537974
"1082","prepct","whiskey","ha","w",135,"tenhr",3.60021855991533
"1083","prepct","whiskey","ha","w",135,"hundhr",12.2991841515163
"1084","prepct","whiskey","ha","w",45,"onehr",1.40308259798691
"1085","prepct","whiskey","ha","w",45,"tenhr",7.09518691691041
"1086","prepct","whiskey","ha","w",45,"hundhr",16.6208976854172
"1087","prepct","whiskey","ha","n",225,"onehr",2.76226115562581
"1088","prepct","whiskey","ha","n",225,"tenhr",13.3250777979098
"1089","prepct","whiskey","ha","n",225,"hundhr",45.2076238566154
"1090","prepct","whiskey","ha","n",135,"onehr",1.2284205392719
"1091","prepct","whiskey","ha","n",135,"tenhr",5.17662167051036
"1092","prepct","whiskey","ha","n",135,"hundhr",8.48858107678897
"1093","prepct","whiskey","ha","e",315,"onehr",0.498363587691983
"1094","prepct","whiskey","ha","e",315,"tenhr",5.85035515986241
"1095","prepct","whiskey","ha","e",315,"hundhr",19.6786946424261
"1096","prepct","whiskey","ha","e",225,"onehr",0.201275819504631
"1097","prepct","whiskey","ha","e",225,"tenhr",2.54455718303514
"1098","prepct","whiskey","ha","e",225,"hundhr",16.6901746563913
"1099","prepct","whiskey","ha","s",45,"onehr",0.844916350041106
"1100","prepct","whiskey","ha","s",45,"tenhr",4.80669803150476
"1101","prepct","whiskey","ha","s",45,"hundhr",5.83850620462561
"1102","prepct","whiskey","ha","s",315,"onehr",0.533458509856026
"1103","prepct","whiskey","ha","s",315,"tenhr",4.49603827704744
"1104","prepct","whiskey","ha","s",315,"hundhr",9.83008813295567
"1105","prepct","whiskey","hd","w",135,"onehr",0.462766188571127
"1106","prepct","whiskey","hd","w",135,"tenhr",2.25013659994708
"1107","prepct","whiskey","hd","w",135,"hundhr",4.91967366060652
"1108","prepct","whiskey","hd","w",45,"onehr",0.929407985045217
"1109","prepct","whiskey","hd","w",45,"tenhr",2.67038779528042
"1110","prepct","whiskey","hd","w",45,"hundhr",20.4347717161896
"1111","prepct","whiskey","hd","n",225,"onehr",0.0388418693922549
"1112","prepct","whiskey","hd","n",225,"tenhr",0.49104436890543
"1113","prepct","whiskey","hd","n",225,"hundhr",5.36806976063145
"1114","prepct","whiskey","hd","n",135,"onehr",0.323360281401027
"1115","prepct","whiskey","hd","n",135,"tenhr",1.36265536643911
"1116","prepct","whiskey","hd","n",135,"hundhr",17.3792182233092
"1117","prepct","whiskey","hd","e",315,"onehr",0.39032879650889
"1118","prepct","whiskey","hd","e",315,"tenhr",1.79439689973074
"1119","prepct","whiskey","hd","e",315,"hundhr",7.35609270717744
"1120","prepct","whiskey","hd","e",225,"onehr",0.467075962023706
"1121","prepct","whiskey","hd","e",225,"tenhr",3.63374764383763
"1122","prepct","whiskey","hd","e",225,"hundhr",17.3792182233092
"1123","prepct","whiskey","hd","s",42,"onehr",0.814676928
"1124","prepct","whiskey","hd","s",42,"tenhr",4.92573312
"1125","prepct","whiskey","hd","s",42,"hundhr",26.923920408
"1126","prepct","whiskey","hd","s",315,"onehr",0.644706048221194
"1127","prepct","whiskey","hd","s",315,"tenhr",3.62242863214584
"1128","prepct","whiskey","hd","s",315,"hundhr",2.47501178503645
"1129","prepct","whiskey","ld","w",135,"onehr",1.10155094895068
"1130","prepct","whiskey","ld","w",135,"tenhr",8.53526692778482
"1131","prepct","whiskey","ld","w",135,"hundhr",9.82179619716291
"1132","prepct","whiskey","ld","w",45,"onehr",0.349576824530294
"1133","prepct","whiskey","ld","w",45,"tenhr",3.43731058233801
"1134","prepct","whiskey","ld","w",45,"hundhr",24.1563139228415
"1135","prepct","whiskey","ld","n",225,"onehr",0.584173743460472
"1136","prepct","whiskey","ld","n",225,"tenhr",4.61575407667346
"1137","prepct","whiskey","ld","n",225,"hundhr",15.1377501406237
"1138","prepct","whiskey","ld","n",135,"onehr",0.535781808430073
"1139","prepct","whiskey","ld","n",135,"tenhr",5.87030503149471
"1140","prepct","whiskey","ld","n",135,"hundhr",17.2775745897577
"1141","prepct","whiskey","ld","e",315,"onehr",0.31918485853878
"1142","prepct","whiskey","ld","e",315,"tenhr",7.62200632095948
"1143","prepct","whiskey","ld","e",315,"hundhr",2.45068675458628
"1144","prepct","whiskey","ld","e",225,"onehr",0.191411310804175
"1145","prepct","whiskey","ld","e",225,"tenhr",2.9038184140727
"1146","prepct","whiskey","ld","e",225,"hundhr",5.29073026323292
"1147","prepct","whiskey","ld","s",45,"onehr",0.32070459382558
"1148","prepct","whiskey","ld","s",45,"tenhr",4.56119158944241
"1149","prepct","whiskey","ld","s",45,"hundhr",30.4716457565982
"1150","prepct","whiskey","ld","s",315,"onehr",0.390114827102953
"1151","prepct","whiskey","ld","s",315,"tenhr",5.3802397559714
"1152","prepct","whiskey","ld","s",315,"hundhr",31.8589278096216
"1153","postpct","camp6","gs","w",39,"onehr",1.20484683937976
"1154","postpct","camp6","gs","w",39,"tenhr",6.71993072917885
"1155","postpct","camp6","gs","w",39,"hundhr",24.4873031339661
"1156","postpct","camp6","gs","w",135,"onehr",0.215573520934018
"1157","postpct","camp6","gs","w",135,"tenhr",1.81687382191881
"1158","postpct","camp6","gs","w",135,"hundhr",2.48274546047274
"1159","postpct","camp6","gs","n",135,"onehr",1.27673943415512
"1160","postpct","camp6","gs","n",135,"tenhr",3.13847319098332
"1161","postpct","camp6","gs","n",135,"hundhr",26.9575543004491
"1162","postpct","camp6","gs","n",225,"onehr",2.26794699177366
"1163","postpct","camp6","gs","n",225,"tenhr",6.27193534723359
"1164","postpct","camp6","gs","n",225,"hundhr",0
"1165","postpct","camp6","gs","s",45,"onehr",0.496286857685124
"1166","postpct","camp6","gs","s",45,"tenhr",0.896304023912933
"1167","postpct","camp6","gs","s",45,"hundhr",2.44958644868705
"1168","postpct","camp6","gs","s",315,"onehr",1.27572018287268
"1169","postpct","camp6","gs","s",315,"tenhr",7.61592149306936
"1170","postpct","camp6","gs","s",315,"hundhr",7.34619094018982
"1171","postpct","camp6","gs","e",0,"onehr",0.713497074903647
"1172","postpct","camp6","gs","e",0,"tenhr",13.5301953669019
"1173","postpct","camp6","gs","e",0,"hundhr",9.86075627156344
"1174","postpct","camp6","gs","e",315,"onehr",0.992573715370248
"1175","postpct","camp6","gs","e",315,"tenhr",4.48152011956466
"1176","postpct","camp6","gs","e",315,"hundhr",17.1471051408093
"1177","postpct","camp6","ha","s",45,"onehr",0.213203409474324
"1178","postpct","camp6","ha","s",45,"tenhr",4.49224575146569
"1179","postpct","camp6","ha","s",45,"hundhr",0
"1180","postpct","camp6","ha","s",315,"onehr",2.24398690611655
"1181","postpct","camp6","ha","s",315,"tenhr",3.20292876986967
"1182","postpct","camp6","ha","s",315,"hundhr",7.50305129394172
"1183","postpct","camp6","ha","w",45,"onehr",1.91883068526892
"1184","postpct","camp6","ha","w",45,"tenhr",3.14457202602599
"1185","postpct","camp6","ha","w",45,"hundhr",4.91089809858146
"1186","postpct","camp6","ha","w",135,"onehr",0.760383466293262
"1187","postpct","camp6","ha","w",135,"tenhr",3.36450610670898
"1188","postpct","camp6","ha","w",135,"hundhr",0
"1189","postpct","camp6","ha","n",225,"onehr",1.22365924585833
"1190","postpct","camp6","ha","n",225,"tenhr",1.36497106512232
"1191","postpct","camp6","ha","n",225,"hundhr",2.48696464203189
"1192","postpct","camp6","ha","n",135,"onehr",1.00600976435875
"1193","postpct","camp6","ha","n",135,"tenhr",1.81687382191881
"1194","postpct","camp6","ha","n",135,"hundhr",0
"1195","postpct","camp6","ha","e",225,"onehr",1.01994401405693
"1196","postpct","camp6","ha","e",225,"tenhr",3.22356887385887
"1197","postpct","camp6","ha","e",225,"hundhr",0
"1198","postpct","camp6","ha","e",315,"onehr",0.931242069652835
"1199","postpct","camp6","ha","e",315,"tenhr",4.98083936920053
"1200","postpct","camp6","ha","e",315,"hundhr",7.42503535510934
"1201","postpct","camp6","hd","w",42,"onehr",2.7220922036006
"1202","postpct","camp6","hd","w",42,"tenhr",1.35841073705469
"1203","postpct","camp6","hd","w",42,"hundhr",9.90004714014579
"1204","postpct","camp6","hd","w",135,"onehr",2.55187659435837
"1205","postpct","camp6","hd","w",135,"tenhr",2.84657491442297
"1206","postpct","camp6","hd","w",135,"hundhr",10.372866273807
"1207","postpct","camp6","hd","e",315,"onehr",1.01341344147199
"1208","postpct","camp6","hd","e",315,"tenhr",1.8302450113541
"1209","postpct","camp6","hd","e",315,"hundhr",2.50101709798057
"1210","postpct","camp6","hd","e",225,"onehr",2.86970050493024
"1211","postpct","camp6","hd","e",225,"tenhr",4.08140514957051
"1212","postpct","camp6","hd","e",225,"hundhr",2.47876079724302
"1213","postpct","camp6","hd","s",315,"onehr",1.18016364376584
"1214","postpct","camp6","hd","s",315,"tenhr",1.3987307399984
"1215","postpct","camp6","hd","s",315,"hundhr",2.54847445706653
"1216","postpct","camp6","hd","s",45,"onehr",0.497894609198957
"1217","postpct","camp6","hd","s",45,"tenhr",0.899207655409488
"1218","postpct","camp6","hd","s",45,"hundhr",2.45752203323892
"1219","postpct","camp6","hd","n",135,"onehr",0.356748537451824
"1220","postpct","camp6","hd","n",135,"tenhr",0
"1221","postpct","camp6","hd","n",135,"hundhr",2.46518906789086
"1222","postpct","camp6","hd","n",225,"onehr",1.06691701971205
"1223","postpct","camp6","hd","n",225,"tenhr",0.899207655409488
"1224","postpct","camp6","hd","n",225,"hundhr",0
"1225","postpct","camp6","ld","w",135,"onehr",1.35028826000405
"1226","postpct","camp6","ld","w",135,"tenhr",3.59379660117256
"1227","postpct","camp6","ld","w",135,"hundhr",2.45544904929073
"1228","postpct","camp6","ld","w",45,"onehr",0.283422555511415
"1229","postpct","camp6","ld","w",45,"tenhr",2.68730081897947
"1230","postpct","camp6","ld","w",45,"hundhr",22.0330674439452
"1231","postpct","camp6","ld","n",225,"onehr",1.30621301289428
"1232","postpct","camp6","ld","n",225,"tenhr",4.37117516217423
"1233","postpct","camp6","ld","n",225,"hundhr",2.65474689054579
"1234","postpct","camp6","ld","n",135,"onehr",4.66326332051163
"1235","postpct","camp6","ld","n",135,"tenhr",3.62791568850712
"1236","postpct","camp6","ld","n",135,"hundhr",4.95752159448603
"1237","postpct","camp6","ld","e",315,"onehr",1.56198361452154
"1238","postpct","camp6","ld","e",315,"tenhr",1.88064916798581
"1239","postpct","camp6","ld","e",315,"hundhr",5.13978805597788
"1240","postpct","camp6","ld","e",225,"onehr",0.648979417089846
"1241","postpct","camp6","ld","e",225,"tenhr",1.36741482530636
"1242","postpct","camp6","ld","e",225,"hundhr",0
"1243","postpct","camp6","ld","s",45,"onehr",1.99345435076793
"1244","postpct","camp6","ld","s",45,"tenhr",3.15019123992591
"1245","postpct","camp6","ld","s",45,"hundhr",4.91967366060652
"1246","postpct","camp6","ld","s",315,"onehr",1.00771937894216
"1247","postpct","camp6","ld","s",315,"tenhr",3.18493248528541
"1248","postpct","camp6","ld","s",315,"hundhr",4.97392928406379
"1249","postpct","waldon","gs","n",262,"onehr",4.4350056722837
"1250","postpct","waldon","gs","n",262,"tenhr",25.3210163099853
"1251","postpct","waldon","gs","n",262,"hundhr",14.8289969773731
"1252","postpct","waldon","gs","n",135,"onehr",2.19652480521347
"1253","postpct","waldon","gs","n",135,"tenhr",13.8843875647273
"1254","postpct","waldon","gs","n",135,"hundhr",22.0330674439452
"1255","postpct","waldon","gs","e",315,"onehr",2.34068896261772
"1256","postpct","waldon","gs","e",315,"tenhr",5.3802397559714
"1257","postpct","waldon","gs","e",315,"hundhr",19.6054940366902
"1258","postpct","waldon","gs","e",225,"onehr",2.12907370562113
"1259","postpct","waldon","gs","e",225,"tenhr",9.61287459059709
"1260","postpct","waldon","gs","e",225,"hundhr",23.6446674695593
"1261","postpct","waldon","gs","s",45,"onehr",2.28060077449726
"1262","postpct","waldon","gs","s",45,"tenhr",11.2623731809151
"1263","postpct","waldon","gs","s",45,"hundhr",14.7743565511638
"1264","postpct","waldon","gs","s",315,"onehr",3.13582606493374
"1265","postpct","waldon","gs","s",315,"tenhr",13.5148478170981
"1266","postpct","waldon","gs","s",315,"hundhr",9.84957103410919
"1267","postpct","waldon","gs","w",135,"onehr",0.574862722490715
"1268","postpct","waldon","gs","w",135,"tenhr",4.99640301027674
"1269","postpct","waldon","gs","w",135,"hundhr",22.3447091442547
"1270","postpct","waldon","gs","w",45,"onehr",5.04205232740483
"1271","postpct","waldon","gs","w",45,"tenhr",13.9155799077983
"1272","postpct","waldon","gs","w",45,"hundhr",12.2680924567966
"1273","postpct","waldon","ha","ne",290,"onehr",1.78171935507599
"1274","postpct","waldon","ha","ne",290,"tenhr",5.85643405407585
"1275","postpct","waldon","ha","ne",290,"hundhr",12.3119637926365
"1276","postpct","waldon","ha","ne",180,"onehr",2.65122219050129
"1277","postpct","waldon","ha","ne",180,"tenhr",4.92898872717631
"1278","postpct","waldon","ha","ne",180,"hundhr",10.7766861865569
"1279","postpct","waldon","ha","se",0,"onehr",1.78830873882407
"1280","postpct","waldon","ha","se",0,"tenhr",4.06944904981906
"1281","postpct","waldon","ha","se",0,"hundhr",12.3574974811442
"1282","postpct","waldon","ha","se",270,"onehr",3.04084285147878
"1283","postpct","waldon","ha","se",270,"tenhr",5.49182321002856
"1284","postpct","waldon","ha","se",270,"hundhr",12.0072612461486
"1285","postpct","waldon","ha","sw",35,"onehr",2.22824572787847
"1286","postpct","waldon","ha","sw",35,"tenhr",3.88548903304376
"1287","postpct","waldon","ha","sw",35,"hundhr",15.9284813432747
"1288","postpct","waldon","ha","sw",90,"onehr",1.4091793373882
"1289","postpct","waldon","ha","sw",90,"tenhr",1.40645077327778
"1290","postpct","waldon","ha","sw",90,"hundhr",23.062862575978
"1291","postpct","waldon","ha","nw",90,"onehr",0.985189679327021
"1292","postpct","waldon","ha","nw",90,"tenhr",2.39517429113464
"1293","postpct","waldon","ha","nw",90,"hundhr",5.2367824570891
"1294","postpct","waldon","ha","nw",180,"onehr",1.19008275392118
"1295","postpct","waldon","ha","nw",180,"tenhr",3.29113604397516
"1296","postpct","waldon","ha","nw",180,"hundhr",15.4193641679336
"1297","postpct","waldon","hd","ne",180,"onehr",1.65007779033489
"1298","postpct","waldon","hd","ne",180,"tenhr",2.26744730531695
"1299","postpct","waldon","hd","ne",180,"hundhr",4.95752159448603
"1300","postpct","waldon","hd","ne",270,"onehr",3.99387607860098
"1301","postpct","waldon","hd","ne",270,"tenhr",5.61012693315188
"1302","postpct","waldon","hd","ne",270,"hundhr",0
"1303","postpct","waldon","hd","nw",90,"onehr",2.19051740299693
"1304","postpct","waldon","hd","nw",90,"tenhr",6.20701333083089
"1305","postpct","waldon","hd","nw",90,"hundhr",7.8293913344503
"1306","postpct","waldon","hd","nw",180,"onehr",2.0351713092583
"1307","postpct","waldon","hd","nw",180,"tenhr",2.96872171944805
"1308","postpct","waldon","hd","nw",180,"hundhr",10.8179669693405
"1309","postpct","waldon","hd","sw",90,"onehr",1.9163245394295
"1310","postpct","waldon","hd","sw",90,"tenhr",1.51415275063619
"1311","postpct","waldon","hd","sw",90,"hundhr",19.3114060420838
